,Item,Part,R/W,Category,Description,Data Type,Units,Min Value,Max Value
13616,2530,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
13617,2530,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
13618,2530,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13619,2530,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
13620,2530,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
13621,2530,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
13622,2531,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
13623,2531,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
13624,2531,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
13625,2531,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13626,2531,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13627,2531,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
13628,2531,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
13629,2531,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13630,2531,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
13631,2531,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13632,2531,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
13633,2531,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
13634,2531,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
13635,2531,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13636,2531,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13637,2531,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13638,2531,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
13639,2531,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
13640,2531,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13641,2531,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13642,2531,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
13643,2531,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
13644,2531,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
13645,2531,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13646,2531,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13647,2531,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
13648,2531,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
13649,2531,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
13650,2531,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
13651,2531,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13652,2531,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13653,2531,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13654,2531,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
13655,2531,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13656,2531,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13657,2531,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
13658,2531,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13659,2531,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13660,2531,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
13661,2531,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
13662,2531,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13663,2531,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13664,2531,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
13665,2531,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13666,2531,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13667,2531,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13668,2531,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13669,2531,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13670,2531,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13671,2531,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
13672,2531,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13673,2531,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
13674,2531,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
13675,2531,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13676,2531,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
13677,2531,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13678,2531,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
13679,2531,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
13680,2531,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13681,2531,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
13682,2531,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
13683,2531,404,R,Leaf Y2-01,Permits the disabling of an axis to be delayed when the servo controller moves out of open or closed loop control.,signed 32-bit integer,ms,0.0,2147483647.0
13684,2532,101,R,Leaf Y2-01,The position of the centre of the leaf reflector along its video line.,signed 16-bit integer,pixel/10,0.0,7679.0
13685,2532,107,RW,Leaf Y2-01,Gain used to convert calculated demand to motor to actual demand.,signed 16-bit integer,gain expressed as ratio of 2048,-32768.0,32767.0
13686,2532,111,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/100 at Leaf Bank,0.0,7679.0
13687,2532,112,RW,Leaf Y2-01,Step start position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13688,2532,113,RW,Leaf Y2-01,Step stop position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13689,2532,114,R,Leaf Y2-01,Error/Warning flags (active high): b0 - Out of position; b1 - Reflector not found.,unsigned 8-bit integer,flags,0.0,255.0
13690,2532,115,RW,Leaf Y2-01,Actual demand to motor.,signed 8-bit integer,motor demand,-128.0,127.0
13691,2532,121,R,Leaf Y2-01,Inner limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13692,2532,122,R,Leaf Y2-01,Maximum output from the servo controller.,signed 32-bit integer,TBA,0.0,100.0
13693,2532,129,R,Leaf Y2-01,The position of the leaf tip.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13694,2532,133,R,Leaf Y2-01,Gain to convert pixels to microns.,signed 32-bit integer,gain in 1x10E-5,-2147483648.0,2147483647.0
13695,2532,136,R,Leaf Y2-01,"Compensates for a deadband in the drive chain (includes servo electronics, motor, stiction).",unsigned 16-bit integer,percent,0.0,100.0
13696,2532,137,R,Leaf Y2-01,"If the servo controller remains within its deadband for the specified timeout, then it is considered to be at its setpoint and may get disabled.",signed 32-bit integer,ms,0.0,2147483647.0
13697,2532,150,RW,Leaf Y2-01,Workflow set gain to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13698,2532,152,RW,Leaf Y2-01,Workflow set offset to adjust the radiation mapping.,signed 32-bit integer,TBA,-2147483648.0,-2147483648.0
13699,2532,154,RW,Leaf Y2-01,Offset between the centre of the marker object and the leaf tip.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13700,2532,161,R,Leaf Y2-01,Time that a sensor loss error must persist for before being reported.,signed 32-bit integer,ms,0.0,2147483647.0
13701,2532,162,R,Leaf Y2-01,The bias applied to the actuator output value.,signed 16-bit integer,percent,0.0,100.0
13702,2532,163,R,Leaf Y2-01,Lowest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13703,2532,164,R,Leaf Y2-01,Highest value for the current limit.,unsigned 16-bit integer,mA,0.0,65535.0
13704,2532,165,R,Leaf Y2-01,Time that the actuator is in current limit before an error is reported.,unsigned 16-bit integer,ms,0.0,65535.0
13705,2532,168,RW,Leaf Y2-01,Set to TRUE to enable the motor.,unsigned 8-bit integer,C boolean,0.0,1.0
13706,2532,172,RW,Leaf Y2-01,Reflector width,unsigned 16-bit integer,pixel,1.0,50.0
13707,2532,185,RW,Leaf Y2-01,Least-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13708,2532,186,RW,Leaf Y2-01,Most-significant WORD of leaf travel coarse.,unsigned 16-bit integer,cm at isocentre,0.0,65535.0
13709,2532,187,R,Leaf Y2-01,Leaf travel fine.,unsigned 16-bit integer,mm/10 at isocentre,0.0,100.0
13710,2532,192,R,Leaf Y2-01,Leaf reflector width.,unsigned 16-bit integer,pixel,0.0,65535.0
13711,2532,193,R,Leaf Y2-01,Leaf reflector height.,unsigned 16-bit integer,pixel,0.0,65535.0
13712,2532,195,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/100 at Leaf Bank,-32768.0,-32768.0
13713,2532,196,R,Leaf Y2-01,Leaf desired position.,signed 16-bit integer,mm/10 at isocentre,-2000.0,1500.0
13714,2532,197,RW,Leaf Y2-01,Least-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13715,2532,198,RW,Leaf Y2-01,Most-significant WORD of count of number of times motor has been energised.,unsigned 16-bit integer,none,0.0,65535.0
13716,2532,200,RW,Leaf Y2-01,Count of the number of times the leaf reflector can't be found.,unsigned 16-bit integer,none,0.0,65535.0
13717,2532,201,RW,Leaf Y2-01,Minimum number of pixels that must be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13718,2532,202,RW,Leaf Y2-01,Maximum number of pixels that can be detected to identify a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13719,2532,205,R,Leaf Y2-01,Records the magnitude of the lateral movement of the leaf.,signed 16-bit integer,mm/10 at isocentre,0.0,7679.0
13720,2532,206,R,Leaf Y2-01,The current currently being drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13721,2532,207,RW,Leaf Y2-01,The maximum current drawn by the motor.,unsigned 8-bit integer,1.03mA/bit,0.0,255.0
13722,2532,213,RW,Leaf Y2-01,Limits the available axis current.,unsigned 8-bit integer,ADC,0.0,255.0
13723,2532,215,RW,Leaf Y2-01,Count of the number of times the size of a leaf reflector is nearing its limit.,unsigned 16-bit integer,none,0.0,65535.0
13724,2532,216,R,Leaf Y2-01,Actual demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13725,2532,218,R,Leaf Y2-01,Nominal calculated demand to motor.,signed 16-bit integer,motor demand,-32768.0,32767.0
13726,2532,219,R,Leaf Y2-01,Nominal calculated speed for dynamic moves.,signed 16-bit integer,10ths mms-1 at isocentre,-32768.0,32767.0
13727,2532,220,R,Leaf Y2-01,Current instantaneous positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13728,2532,223,R,Leaf Y2-01,Averaged positional error.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13729,2532,227,R,Leaf Y2-01,Current positional tolerance.,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13730,2532,250,R,Leaf Y2-01,Distance to target position,signed 16-bit integer,mm/10 at isocentre,-32768.0,32767.0
13731,2532,254,R,Leaf Y2-01,The maximum value that the differential term inside the servo controller can reach.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13732,2532,255,R,Leaf Y2-01,The maximum value that the integral term inside the servo controller can build up to.,signed 32-bit integer,gain in 1x10E-5,0.0,2147483647.0
13733,2532,256,R,Leaf Y2-01,Maximum output value.,unsigned 16-bit integer,percent,0.0,100.0
13734,2532,257,R,Leaf Y2-01,An error will be raised by the servo controller if the difference between its setpoint and actual value is greater than this value.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13735,2532,300,R,Leaf Y2-01,The maximum velocity that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-1 at Leaf Bank,0.0,65535.0
13736,2532,301,R,Leaf Y2-01,The maximum rate of acceleration that can be achieved during a preplanned move.,unsigned 16-bit integer,100ths mms-2 at Leaf Bank,0.0,65535.0
13737,2532,302,R,Leaf Y2-01,Nominal distance between the leaf tip and the mechanical centre when a leaf is full extended and its dynamic leaf guide fully retracted.,signed 32-bit integer,micron at Leaf Bank,-2147483648.0,2147483647.0
13738,2532,308,R,Leaf Y2-01,Preloads the Integral term in the servo controller to compensate for a required offset in the output demand.,signed 32-bit integer,gain,0.0,2147483647.0
13739,2532,309,R,Leaf Y2-01,Outer limit for the servo controller deadband.,signed 32-bit integer,micron at Leaf Bank,0.0,2147483647.0
13740,2532,353,R,Leaf Y2-01,The current limit is set to its maximum for all output demand magnitudes less than or equal to the Stribeck Threshold.,unsigned 16-bit integer,percent,0.0,100.0
13741,2532,355,R,Leaf Y2-01,Y21 PCB Motor Drive Power Enable.,unsigned 8-bit integer,C boolean,0.0,1.0
13742,2532,368,R,Leaf Y2-01,Number of detected pixels in a leaf reflector.,unsigned 16-bit integer,pixel,0.0,65535.0
13743,2532,387,R,Leaf Y2-01,TRUE when the servo controller monitors its closed loop performance.,unsigned 8-bit integer,C boolean,0.0,1.0
13744,2532,401,RW,Leaf Y2-01,Constant term in optics distortion polynomial.,signed 32-bit integer,gain,-2147483648.0,2147483647.0
