,Urgentie,Type,Machine,User,Storingsinfo,Status,Meldtijd,Lev.
,Acuut,Versneller,Linac 2 Oud (105888),SKU,afstandsmeter ongeveer 3 mm afwijkend,-,06/05/2009,0
,Lange termijn,Versneller,Linac 4 Oud (105855),THK,ht.con.k melding.,-,27/04/2009,0
,Acuut,,Linac 2 Oud (105888),EGD,Download beam data failed,-,14/04/2009,0
,Lange termijn,Overig,Linac 1 Oud (105672),JSP,"Sagging correction, Schuttert, fractie 1, long",-,10/04/2009,0
,,Software,,,,,,
,Acuut,visir,Linac 2 Oud (105888),BRR,de computer is vastgelopen,-,07/04/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),AVN,Versneller valt spontaan uit. UPS begint te piepen,-,30/03/2009,0
,Acuut,,Linac 1 Oud (105672),AVN,"Tijdens de automatische set up, stopt het draaien en komt de melding `table clutch`. Als de melding weg is, kan er verder gedraaid worden",-,30/03/2009,0
,Acuut,,Linac 2 Oud (105888),GVR,termenation fault uniformyte,-,20/03/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),GVR,dose rate error tijdens 6mv veld,-,20/03/2009,0
,,Incidenteel,,,,,,
,Lange termijn,Versneller,Linac 1 Oud (105672),GEJ,reset req.,-,18/03/2009,0
,Acuut,Overig,Linac 4 Oud (105855),GVR,draadvisier en laser komen niet overeen,-,09/03/2009,0
,Acuut,visir,Linac 1 Oud (105672),BBC,VISIR loopt vast na het geven van een veld. Opnieuw opgestart.,-,04/03/2009,0
,Acuut,Incidenteel,Linac 4 Oud (105855),KIC,HT con K,-,02/03/2009,0
,Lange termijn,Overig,Linac 1 Oud (105672),KVI,"toetsenbord visir comp doet het niet, muis wel. na herstarten comp. deed `ie het weer.",-,27/02/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),KIC,Bending Coarse met Reset Required,-,24/02/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),SKU,"HT con K, HT niet correct ingeschakeld",-,17/02/2009,0
,Acuut,Incidenteel,Linac 4 Oud (105855),SKU,MLC staan niet goed bij IMRT,-,11/02/2009,0
,,Software,,,,,,
,Acuut,Versneller,Linac 2 Oud (105888),IBO,Uniformity + Reset required,-,11/02/2009,0
,Acuut,Tafel,Linac 2 Oud (105888),BRR,HET MELINEX OP DE BESTRALINGS TAFEL IS BIJNA STUK !!!!!!!,-,10/02/2009,0
,Acuut,LCS,Linac 2 Oud (105888),JOM,visir komt spontaan met pop up scherm. ( In POP scherm staat do you want to contineu last session.),-,06/02/2009,0
,,visir,,,,,,
,Acuut,Versneller,Linac 1 Oud (105672),BBC,"dose rate error, 6mev elec, 6x bij 1 veld.",-,03/02/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),KIC,dose rate error bij 15MV 2x achter elkaar bij zelfde veld,-,03/02/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),RIR,2 tr err - reset req.,-,02/02/2009,0
,Acuut,,Linac 1 Oud (105672),KVI,Dose Rate error 2X achterelkaar bij zelfde pt 4 MeV,-,30/01/2009,0
,Acuut,,Linac 1 Oud (105672),KAS,Melding 2T bij 15 mv,-,28/01/2009,0
,Acuut,,Linac 2 Oud (105888),BRR,honderdvijfentachtig keer reset en we worden er schijtziek van team linac 2,-,22/01/2009,0
,Acuut,,Linac 2 Oud (105888),GVR,communication error bij 15 MV veld,-,22/01/2009,0
,Acuut,Incidenteel,Linac 4 Oud (105855),JOM,htcb,-,15/01/2009,0
,Acuut,Overig,Linac 4 Oud (105855),JOM,gantry hapert bij auto set up,-,15/01/2009,0
,Acuut,Incidenteel,Linac 1 Oud (105672),PDB,blauw scherm tijdens bestraling wordt visir spontaan beeindigd,-,15/01/2009,0
,,Overig,,,,,,
,,Software,,,,,,
,Acuut,Versneller,Linac 1 Oud (105672),GVR,reset required met de melding focus 2v,-,12/01/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),KAS,Melding 2RT plate met vraag om reset bij 6MV 3x bij zelfde patient dan kon de bestraling toch beginnen,-,08/01/2009,0
,Acuut,Versneller,Linac 1 Oud (105672),KAS,dose rate error met reset tijdens een bestralingsveld,-,07/01/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),HIZ,reset required gantry stop zomaar gestopt tijdens stralen na 26 ME nog 2ME over,-,06/01/2009,0
,Acuut,,Linac 1 Oud (105672),JEK,terminated fault,-,03/01/2009,0
,Acuut,Tafel,Linac 4 Oud (105855),IBO,T/T stop + reset required,-,02/01/2009,0
,Acuut,Versneller,Linac 4 Oud (105855),IBO,Apparaat wilde niet stralen -> geen melding,-,18/12/2008,0
,Acuut,Overig,Linac 4 Oud (105855),GVR,toplaser loopt bij 40 cm verschuiven weg,-,18/12/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),LLB,out of tolerance,-,17/12/2008,0
,Acuut,Overig,Linac 1 Oud (105672),GVR,tijdens het stralen van een veld werd de bestraling onderbroken en kregen we de melding reset required Daarna konden we weer verder stralen,-,16/12/2008,0
,Acuut,Tafel,Linac 1 Oud (105672),GVR,table clutch Nadat we een aantal velden bij een patient al gestraald hadden kregen we de melding table clutch tijdens de voorbereiding van een volgend veld. Naar binnen gegaan tafel lateraal en longitudinaal verschoven. Daarna was de melding weg en,-,15/12/2008,0
,Acuut,versnellerkop,Linac 1 Oud (105672),MKV,MLC blijft hangen.,-,11/12/2008,0
,Preventief,Overig,Linac 4 Oud (105855),GVR,"de laterale laser loopt weg naar caudaal als je de tafel laat zakken en dan boven op het fantoom kijkt. Als je de laser eerst goed op het fantoom gezet hebt, zie je vervolgens bij het tafel laten zakken dat de laser niet meer goed op het fantoom staat",-,10/12/2008,0
,In Pauze,Overig,Linac 1 Oud (105672),DVW,Toetsenbord weigerd geregeld,-,09/12/2008,0
,Acuut,visir,Linac 1 Oud (105672),PDB,interface communication error,-,08/12/2008,0
,,LCS,,,,,,
,Acuut,Versneller,Linac 1 Oud (105672),PDB,"reset required, term fault na 3 ME stralen daarna bending fine",-,08/12/2008,0
,Acuut,versnellerkop,Linac 4 Oud (105855),GHJ,mlc not ready bij elektronen,-,08/12/2008,0
,Acuut,Tafel,Linac 1 Oud (105672),GVR,table clutch tijdens de bestraling automatisch bestraling onderbroken kregen de melding table clutch.Eerste keer konden we na de melding interrupt meteen weer verder met de bestraling. Tijdens de tweede melding zijn we naar binnen gegaan en hebben we de,-,08/12/2008,0
,Acuut,visir,Linac 2 Oud (105888),AVN,iCom X faillure (of zoiets),-,07/12/2008,0
,,LCS,,,,,,
,Acuut,visir,Linac 2 Oud (105888),AVN,Visir kan op geen enkele computer opgestart worden.Imcon doet het niet,-,06/12/2008,0
,Acuut,versnellerkop,Linac 4 Oud (105855),gerard,Lost leaf,-,01/12/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),INV,dose rate error,-,26/11/2008,1
,Preventief,Versneller,Linac 2 Oud (105888),KIC,GTO O Load 3x bij dezelfde patient,-,24/11/2008,0
,Acuut,,Linac 2 Oud (105888),KIC,Reset Required Uniformity,-,20/11/2008,0
,Lange termijn,Software,Planning,erik,"dcomcnfg Component services my computer geen eigenschappen van te openen, er staat een rood pijltje over het computer-icoon",-,19/11/2008,0
,Preventief,Tafel,Linac 2 Oud (105888),erik,Iso Tafelrotatie motor-gearbox defect,-,14/11/2008,0
,,,,,bij onderhoud 19e vervangen,,,
,Lange termijn,Incidenteel,Linac 4 Oud (105855),HIZ,Icom communication failure,-,14/11/2008,0
,Preventief,,Linac 4 Oud (105855),HIZ,termination fault,-,14/11/2008,0
,Acuut,Incidenteel,Linac 2 Oud (105888),GVR,meldeing dat Virtuele geheugen bijna te vol zit,-,14/11/2008,0
,Acuut,visir,Linac 2 Oud (105888),BRR,"comm,error",-,14/11/2008,0
,,LCS,,,,,,
,Acuut,versnellerkop,Linac 1 Oud (105672),PDB,mlc not ready( met wig ),-,13/11/2008,0
,Acuut,versnellerkop,Linac 1 Oud (105672),PDB,"communication error interface na de pauze,veld stond al voor",-,13/11/2008,0
,Acuut,,Linac 1 Oud (105672),PDB,icom fx link failure,-,13/11/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),PDB,"iv ref, gestopt na de wig",-,13/11/2008,0
,Acuut,,Linac 2 Oud (105888),GVR,het kastje om te nullen verschilt aan beide kanten een mm van elkaar als je een verschuiving uitvoert,-,13/11/2008,0
,Acuut,Incidenteel,Linac 2 Oud (105888),BBC,2T Err,-,12/11/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),MVR,dose rate error,-,12/11/2008,0
,Lange termijn,visir,Linac 4 Oud (105855),GHJ,Interface comm error etc etc. Bij elk veld melding/vertraging etc etc,-,12/11/2008,0
,,Versneller,,,,,,
,Acuut,Iview,Linac 1 Oud (105672),erik,"Touchguard, terwijl er geen touchguard ingedrukt is..",-,12/11/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),GHJ,Doserate error elektronen (bakje leeg???????),-,11/11/2008,0
,Preventief,,Linac 4 Oud (105855),REH,bij electronen (iedere dag zelfde patiënt) dose rate error,-,06/11/2008,0
,Acuut,LCS,Linac 4 Oud (105855),MKV,I com link failure,-,04/11/2008,0
,,visir,,,,,,
,Acuut,Incidenteel,Linac 4 Oud (105855),MKV,lost keyboard,-,04/11/2008,0
,Acuut,LCS,Linac 1 Oud (105672),PDB,"icom fx failure, na algehele communicatie error",-,03/11/2008,0
,Acuut,visir,Linac 4 Oud (105855),GHJ,"Interface problem. Uitloggen, opnieuw starten.",-,30/10/2008,0
,,LCS,,,,,,
,Acuut,LCS,Linac 4 Oud (105855),JSP,reset required met melding: mlc not ready,-,27/10/2008,0
,Acuut,visir,Linac 2 Oud (105888),BRR,lcs link,-,24/10/2008,0
,,LCS,,,,,,
,Acuut,Overig,Linac 4 Oud (105855),PDB,Gantry stop na 240 ME. Gantry hoek 165º. Reset required.,-,24/10/2008,0
,,Versneller,,,,,,
,Acuut,Incidenteel,Linac 4 Oud (105855),PDB,"gantry stop na de wig, bij een hoek van 173º. Reset required.",-,24/10/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),RIR,Table long tol - reset required,-,23/10/2008,0
,,Software,,,,,,
,Acuut,Versneller,Linac 2 Oud (105888),BRR,paffff en hij was uit !!!!!,-,22/10/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),jan-henk,Z-motor van de tafel veroorzaakt waarschijnlijk iets meer lawaai,-,16/10/2008,1
,Acuut,Iview,Linac 4 Oud (105855),jan-henk,I View paneel niet meer te bedienen,-,16/10/2008,0
,Acuut,,Linac 1 Oud (105672),MVR,reset required,-,15/10/2008,0
,Acuut,visir,Linac 4 Oud (105855),HHS,Computer loopt vast Niemand te bereiken van de KFI,-,10/10/2008,0
,,LCS,,,,,,
,Acuut,LCS,Linac 4 Oud (105855),jan-henk,"LCS pc geeft blauw beeld, versneller staat uit, met diverse foutmeldingen.",-,09/10/2008,0
,,Versneller,,,,,,
,Acuut,Overig,Linac 2 Oud (105888),erik,Muis van visir (TWS) werkt niet,-,06/10/2008,0
,Acuut,visir,Linac 2 Oud (105888),BRR,de muis zit vast!!!!!,-,01/10/2008,0
,Acuut,versnellerkop,Linac 1 Oud (105672),erik,Motor van MLC bleef hangen Y1-Leaf 7,-,26/09/2008,0
,Acuut,visir,Linac 1 Oud (105672),MVR,Serious communication error,-,19/09/2008,0
,,Versneller,,,,,,
,Acuut,Iview,Linac 4 Oud (105855),jan-henk,Iview paneel niet meer te bedienen.,-,16/09/2008,0
,Acuut,Incidenteel,Linac 4 Oud (105855),JSP,"melding LCD, communication error en reset required",-,15/09/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),PDB,gantry demand,-,15/09/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),JSP,"Uitgedraaide tafel: op de grond is het 90 graden, maar in Visir is het 89 graden.",-,15/09/2008,0
,Acuut,visir,Linac 4 Oud (105855),gerard,Visir computer start niet op.,-,12/09/2008,0
,Acuut,Overig,Linac 2 Oud (105888),IBO,groene lampje stoplicht kapot,-,11/09/2008,0
,Acuut,Overig,Linac 2 Oud (105888),IBO,witte lampje stoplicht kapot,-,11/09/2008,0
,Acuut,visir,Linac 1 Oud (105672),LPO,"storing, SERIOUS communication error. Oplossing: geen, er is niemand",-,11/09/2008,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,2 error,-,09/09/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),PDB,HT con K,-,08/09/2008,0
,Acuut,LCS,Linac 1 Oud (105672),jan-henk,communicatie error tussen Visirpc en LCS,-,05/09/2008,0
,,visir,,,,,,
,Acuut,LCS,Linac 4 Oud (105855),JSP,melding failure picture...,-,05/09/2008,0
,,visir,,,,,,
,Acuut,LCS,Linac 4 Oud (105855),JSP,"communication error, maar melding ging automatisch weer weg na een seconde.",-,05/09/2008,0
,,visir,,,,,,
,Acuut,LCS,Linac 4 Oud (105855),JSP,Connection fout (tekst: low memory... bla bla bla),-,05/09/2008,0
,,visir,,,,,,
,Preventief,Tafel,Linac 2 Oud (105888),jan-henk,zijkant van de carbonplaat beschadigd ( mist een stukje uit ),-,02/09/2008,0
,Acuut,Incidenteel,Linac 1 Oud (105672),LPO,gantry demand,-,02/09/2008,0
,,Versneller,,,,,,
,Acuut,Overig,Linac 2 Oud (105888),erik,"ROOM DOORS 3, witte interface kast knipperen de ledjes niet",-,28/08/2008,0
,Acuut,Tafel,Linac 1 Oud (105672),LPO,Table long top,-,27/08/2008,0
,In Pauze,Iview,Linac 2 Oud (105888),jan-henk,Iviewpanel voeding defect.,-,27/08/2008,0
,Acuut,visir,Linac 4 Oud (105855),erik,VISIR vastgelopen tijdens maken EPI-beeld,-,25/08/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),BBC,Thy. Grid,-,21/08/2008,0
,In Pauze,Tafel,Linac 2 Oud (105888),erik,Tafel rotatie (isocentrisch),-,20/08/2008,0
,Acuut,versnellerkop,Linac 2 Oud (105888),BRR,"GOED GEDAAN ZEG, VANDAAG NOG GEEN RESET REQ.GEHAD!! TEAM LINAC 2",-,15/08/2008,0
,Acuut,Tafel,SIM 1,jan-henk,rem van de tafel wordt niet vrij gegeven,-,14/08/2008,0
,Acuut,,Linac 2 Oud (105888),GHJ,"Toestel stopt bij wig. Wil niet opnieuw downloaden. Visir uit, toestel exit, opnieuw opgestart. Reset motors etc etc",-,14/08/2008,0
,Acuut,,Linac 2 Oud (105888),GHJ,"Opnieuw opstarten (zelfstandig). O ja, we zagen net ook nog een kabeltje weglopen. Maar al is het kabeltje nog zo snel, Eric achterhaald hem wel.",-,14/08/2008,0
,Acuut,Iview,Linac 1 Oud (105672),BBC,"EPI geeft raar beeld. Wel te gebruiken, dankzij goudmarkers, anders onbruikbaar voor botstructuren.",-,14/08/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),jan-henk,Laterale tafel beweging loopt stroef.,-,14/08/2008,0
,Acuut,Software,Linac 4 Oud (105855),PDB,"reset required, na het geven van de wig",-,11/08/2008,0
,Acuut,Tafel,Linac 1 Oud (105672),GVR,al twee weken wijgerd de tafel af en toe om naar beneden te gaan. Dit zowel met beide handcontrols als de bediening aan de tafel zelf aan beide kanten,-,07/08/2008,0
,Acuut,versnellerkop,Linac 2 Oud (105888),GHJ,reset req. uit debug blijkt dat dat probleem wss wordt veroorzaakt door de Diafragma rotatie potmeters.,-,06/08/2008,0
,Acuut,visir,Linac 1 Oud (105672),LPO,"blauw scherm, ding is uitgevallen",-,05/08/2008,0
,,LCS,,,,,,
,Acuut,visir,Linac 1 Oud (105672),LPO,communication error,-,05/08/2008,0
,,LCS,,,,,,
,Acuut,,Linac 2 Oud (105888),bert,Communication error,-,04/08/2008,0
,Acuut,Overig,Linac 4 Oud (105855),bert,Intercom werkt niet.,-,04/08/2008,0
,Acuut,versnellerkop,Linac 1 Oud (105672),bert,Reflector to narrow,-,04/08/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),BBC,"D2 SEG END, Electronen tubus 6x14, E9 MeV. 2ME te gaan, licht op groen.",-,31/07/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),SKU,bij electronen reset required. terminated fault. laat 2 ME staan.,-,29/07/2008,0
,Acuut,Overig,Linac 1 Oud (105672),BBC,"Groene lamp ""stoplicht"" kapot",-,28/07/2008,0
,Acuut,Versneller,Linac 2 Oud (105888),SKU,"gantry demand, reset required",-,28/07/2008,0
,Acuut,LCS,Linac 2 Oud (105888),SKU,"communication error, toestel moet uit",-,28/07/2008,0
,Acuut,Overig,Linac 4 Oud (105855),IBO,- MLC - Reset required - Board Ack Gevolg: Toestel opnieuw op moeten starten.,-,21/07/2008,0
,Acuut,Overig,Linac 4 Oud (105855),GVR,"de lasers kruizen elkaar op het fantoom goed, maar lateraal op het fantoom lopen ze er dan iets naast",-,21/07/2008,0
,Acuut,Overig,Linac 4 Oud (105855),GVR,het streepje op de collimator voor graden aanduiding komt niet overeen met de laser als de gantry op nul graden staat. Het valt er iets naast.,-,21/07/2008,0
,Acuut,versnellerkop,Linac 2 Oud (105888),jan-henk,Lost leaf,-,17/07/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),INV,HT C.B.,-,16/07/2008,0
,Acuut,LCS,Linac 1 Oud (105672),jan-henk,twee maal versneller uit door communication error. debug aangesloten voor verdere foutmeldingen registratie.,-,16/07/2008,0
,Preventief,Iview,Linac 2 Oud (105888),REH,"Gantry piept bij het draaien (volgens de dames klopt, veegt en zuigt). 17/07/08, J-H, klop geluid wordt veroorzaakt door Iview, navraag wordt gedaan bij Elekta voor oplossing",-,15/07/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),BBC,"Communication error. Versneller slaat af, licht aan, etc.",-,11/07/2008,0
,Acuut,,Linac 1 Oud (105672),GVR,bestraling onderbroken met melding: message sequence daarna down load rest beam gedaan bestraling kon nog niet gestart worden. daarna reset required en toen konden we nog niet verder met veld. We moesten eerst de wig deviaten omdat deze niet vrijgegeve,-,11/07/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),UnkownUser,touchguard,-,10/07/2008,0
,Acuut,Overig,Linac 2 Oud (105888),JSP,reset required,-,08/07/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),BBC,LINAC MESSAGE SEQUENCE,-,07/07/2008,0
,Acuut,LCS,Linac 2 Oud (105888),PDB,blauw scherm. Versneller ging uit.,-,04/07/2008,0
,,Versneller,,,,,,
,Acuut,Versneller,Linac 2 Oud (105888),PDB,Versneller ging uit na inloggen (7.45),-,04/07/2008,0
,Acuut,versnellerkop,Linac 2 Oud (105888),PDB,fine pot X2,-,02/07/2008,0
,Acuut,LCS,Linac 1 Oud (105672),GVR,bij opstarten aan begin van de dag kon er alleen voor uitzetten of reset gekozen worden en niet voor inloggen. dus toestel moest uit,-,02/07/2008,0
,Acuut,versnellerkop,Linac 4 Oud (105855),IBO,Fine pot offset + reset required,-,01/07/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),gerard,Mylar stuk,-,30/06/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),INV,Table long tol,-,25/06/2008,0
,Acuut,versnellerkop,Linac 4 Oud (105855),SKU,fine pot Y1,-,23/06/2008,1
,Acuut,versnellerkop,Linac 1 Oud (105672),gerard,Leaf 32 van Y1 loopt niet meer terug,-,20/06/2008,0
,Acuut,versnellerkop,Linac 4 Oud (105855),SKU,reference reflector too narrow,-,12/06/2008,0
,Acuut,visir,Linac 2 Oud (105888),JEK,interface communication error bij opstarten. Dr.watson. Apparaat stond nog aan.,-,12/06/2008,0
,,Software,,,,,,
,Acuut,Software,Linac 1 Oud (105672),DVW,Out of tolerance/MLC not ready,-,09/06/2008,0
,Acuut,LCS,Linac 4 Oud (105855),SKU,toestel vanzelf uitgegaan,-,09/06/2008,0
,,Overig,,,,,,
,In Pauze,Overig,Imcon,erik,Bij openen van de map 2008 komt er een errorscherm.,-,05/06/2008,0
,,Incidenteel,,,corruptfile 8280045.rtp cannot be imported Reason: List index out of bounds (0),,,
,Acuut,Overig,Planning,erik,De RATSZIMCON printer geeft rare strepen aan de rechterkant van het A4tje. ^ vormig Heater-rol bevat diepe krassen! Nucletron stuurt een heater op,-,03/06/2008,0
,Acuut,Overig,Linac 2 Oud (105888),JEK,"Deur naar bestralingsruimte ""schuurt"" bij in- en uitschuiven",-,03/06/2008,0
,Lange termijn,Versneller,Linac 1 Oud (105672),JOM,D2 seg end,-,30/05/2008,0
,Acuut,Incidenteel,Linac 1 Oud (105672),LPO,linac state request reset required,-,29/05/2008,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,TIJDENS HET DRAAIEN VAN DE GANTRY HOREN WE EEN BONKEND GELUID!!!!!!!!!!!!!!!!!!,-,27/05/2008,0
,Acuut,Versneller,Linac 2 Oud (105888),BRR,EPI PANEEL KLAPT SPONTAAN UIT !!! TIJDENS DRAAIEN GANTRY,-,27/05/2008,0
,,Iview,,,,,,
,Acuut,Tafel,Linac 4 Oud (105855),RIR,Tafel piept,-,26/05/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),AVN,HT C.B.,-,26/05/2008,0
,,Incidenteel,,,,,,
,Acuut,Overig,Linac 4 Oud (105855),RIR,Er zitten extra streepjes op onze printjes !!!,-,26/05/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),WVD,"Tafel gaat elke keer ""uit het lood"", m.n bij zware patienten. Rem tafel strakker aandraaien?",-,26/05/2008,0
,Acuut,versnellerkop,Linac 2 Oud (105888),ST1,Leaf functioneert niet goed. Y1 was te wijd.,-,26/05/2008,0
,Acuut,visir,Linac 2 Oud (105888),IBO,Out of tolerance: Prescribed MU. Programma's opnieuw opgestart,-,23/05/2008,0
,,Incidenteel,,,,,,
,Acuut,Versneller,Linac 1 Oud (105672),gerard,Versneller afgeslagen muis doet het niet,-,23/05/2008,0
,Acuut,versnellerkop,Linac 1 Oud (105672),LPO,mlc segment mismatch reset required,-,23/05/2008,0
,Acuut,versnellerkop,Linac 2 Oud (105888),DVW,Lost Leaf Y2,-,23/05/2008,0
,Acuut,Incidenteel,Linac 4 Oud (105855),AVN,"na gebruik interrupt, blijft room doors 3 aanstaan",-,20/05/2008,0
,Acuut,versnellerkop,Linac 4 Oud (105855),GVR,reset required tijdens bestraling met melding mlc not ready,-,19/05/2008,0
,Acuut,Versneller,Linac 2 Oud (105888),PDB,epi-paneel klapt deels uit bij het draaien van de gantry,-,15/05/2008,0
,,Iview,,,,,,
,Acuut,Incidenteel,Linac 4 Oud (105855),PDB,start fault,-,15/05/2008,0
,Acuut,Incidenteel,Linac 2 Oud (105888),PDB,stroomuitval,-,15/05/2008,0
,Acuut,Incidenteel,Linac 2 Oud (105888),PDB,MLC-reset required,-,14/05/2008,0
,Acuut,Incidenteel,Linac 4 Oud (105855),SKU,"roze beeldscherm,interface unit",-,13/05/2008,0
,,Versneller,,,,,,
,,Overig,,,,,,
,Acuut,Overig,Linac 4 Oud (105855),WVD,reset required,-,10/05/2008,0
,Acuut,Incidenteel,Linac 4 Oud (105855),WVD,"Na bestraling met wig, blijft de wig hangen Melding op Visirscherm",-,10/05/2008,0
,Acuut,Incidenteel,Linac 1 Oud (105672),RIR,Linac message sequence - Linac state attempt - reset required - wig bleef rood : overrided,-,10/05/2008,0
,Acuut,Tafel,Linac 4 Oud (105855),HHS,table clutch,-,09/05/2008,0
,Acuut,Tafel,Linac 1 Oud (105672),RIR,"Het melinex is gescheurd op verschillende plaatsen. Het is scherp. Je blijft er achter haken, maar het zit nog....",-,06/05/2008,0
,Acuut,Incidenteel,Linac 2 Oud (105888),PDB,stroomuitval,-,03/05/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),HPW,gantry demand reset motors,-,02/05/2008,0
,Acuut,Versneller,Linac 1 Oud (105672),JSP,"Gantry demand: gantry leidt eigen leven, draaide, terwijl we niet aan de knoppen zaten",-,02/05/2008,0
,Acuut,Versneller,Linac 4 Oud (105855),HHS,low water pressure,-,02/05/2008,1
,Acuut,Overig,Linac 1 Oud (105672),RIR,Melding: Out of tolerance Was fout bij kaart maken in Visir bij elektronen. Verkeerde tubus-vorm gebruikt !,-,29/04/2008,0
